regcode,provcode,citycode,bgycode,bgyname,nscb_brgy_code,nscb_brgy_name,brgy_long,brgy_lat,addedby,UserLevelID,dateupdated,status
01,0129,012930,012930040,TAPAO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012930,012930041,TEPPENG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012930,012930042,TUBIGAY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012930,012930043,UBBOG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012930,012930044,ZAPAT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012931,012931001,BANGA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012931,012931002,CAOAYAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012931,012931004,LICUNGAN (CULLANG),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012931,012931005,DANAC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012931,012931007,PANGOTAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012931,012931008,BALBALAYANG (POB.),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012932,012932001,BARINGCUCURONG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012932,012932002,CABUGAO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012932,012932003,MAN-ATONG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012932,012932004,PATOC-AO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012932,012932005,POBLACION (KIMPUSA),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012932,012932007,SUYO PROPER,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012932,012932008,URZADAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012932,012932009,USO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933001,AG-AGUMAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933002,AMBALAYAT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933003,BARACBAC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933004,BARIO-AN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933005,BARITAO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933006,BORONO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933007,BECQUES,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933008,BIMMANGA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933009,BIO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933010,BITALAG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933011,BUCAO EAST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933012,BUCAO WEST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933013,CABAROAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933014,CABUGBUGAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933015,CABULANGLANGAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933016,DACUTAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933017,DARDARAT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933018,DEL PILAR (POB.),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933019,FAROLA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933020,GABUR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933021,GARITAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933022,JARDIN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933023,LACONG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933024,LANTAG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933025,LAS-UD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933026,LIBTONG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933027,LUBNAC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933028,MAGSAYSAY (POB.),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933029,MALACA??ANG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933030,PACAC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933031,PALLOGAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933032,PUDOC EAST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933033,PUDOC WEST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933034,PULA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933035,QUIRINO (POB.),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933036,RANGET,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933038,RIZAL (POB.),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933039,SALVACION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933040,SAN MIGUEL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933041,SAWAT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933044,TALLAOEN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933045,TAMPUGO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012933,012933046,TARANGOTONG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012934,012934001,AYUSAN NORTE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012934,012934002,AYUSAN SUR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012934,012934003,BARANGAY I (POB.),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012934,012934004,BARANGAY II (POB.),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012934,012934005,BARANGAY III (POB.),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012934,012934006,BARANGAY IV (POB.),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012934,012934007,BARANGAY V (POB.),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012934,012934008,BARANGAY VI (POB.),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012934,012934009,BARRACA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012934,012934010,BEDDENG LAUD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012934,012934011,BEDDENG DAYA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012934,012934012,BONGTOLAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012934,012934013,BULALA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012934,012934014,CABALANGEGAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012934,012934015,CABAROAN DAYA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012934,012934016,CABAROAN LAUD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012934,012934017,CAMANGAAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012934,012934018,CAPANGPANGAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012934,012934020,MINDORO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012934,012934021,NAGSANGALAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012934,012934022,PANTAY DAYA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012934,012934023,PANTAY FATIMA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012934,012934024,PANTAY LAUD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012934,012934025,PAOA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012934,012934026,PARATONG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012934,012934027,PONG-OL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012934,012934028,PUROK-A-BASSIT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012934,012934029,PUROK-A-DACKEL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012934,012934030,RAOIS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012934,012934031,RUGSUANAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012934,012934032,SALINDEG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012934,012934033,SAN JOSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012934,012934034,SAN JULIAN NORTE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012934,012934035,SAN JULIAN SUR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012934,012934036,SAN PEDRO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012934,012934037,TAMAG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012934,012934038,BARANGAY VII,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012934,012934039,BARANGAY VIII,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0129,012934,012934040,BARANGAY IX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301001,AMBITACAY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301002,BALAWARTE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301003,CAPAS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301004,CONSOLACION (POB.),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301005,MACALVA CENTRAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301006,MACALVA NORTE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301007,MACALVA SUR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301008,NAZARENO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301009,PUROK,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301010,SAN AGUSTIN EAST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301011,SAN AGUSTIN NORTE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301012,SAN AGUSTIN SUR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301013,SAN ANTONINO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301014,SAN ANTONIO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301015,SAN FRANCISCO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301016,SAN ISIDRO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301017,SAN JOAQUIN NORTE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301018,SAN JOAQUIN SUR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301019,SAN JOSE NORTE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301020,SAN JOSE SUR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301021,SAN JUAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301022,SAN JULIAN CENTRAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301023,SAN JULIAN EAST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301024,SAN JULIAN NORTE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301025,SAN JULIAN WEST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301026,SAN MANUEL NORTE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301027,SAN MANUEL SUR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301028,SAN MARCOS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301029,SAN MIGUEL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301030,SAN NICOLAS CENTRAL (POB.),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301031,SAN NICOLAS EAST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301032,SAN NICOLAS NORTE (POB.),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301033,SAN NICOLAS WEST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301034,SAN NICOLAS SUR (POB.),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301035,SAN PEDRO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301036,SAN ROQUE WEST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301037,SAN ROQUE EAST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301038,SAN VICENTE NORTE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301039,SAN VICENTE SUR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301040,SANTA ANA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301041,SANTA BARBARA (POB.),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301042,SANTA FE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301043,SANTA MARIA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301044,SANTA MONICA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301045,SANTA RITA (NALINAC),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301046,SANTA RITA EAST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301047,SANTA RITA NORTE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301048,SANTA RITA SUR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013301,013301049,SANTA RITA WEST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013302,013302001,ALASKA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013302,013302002,BASCA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013302,013302003,DULAO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013302,013302004,GALLANO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013302,013302005,MACABATO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013302,013302006,MANGA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013302,013302007,PANGAO-AOAN EAST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013302,013302009,PANGAO-AOAN WEST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013302,013302010,POBLACION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013302,013302011,SAMARA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013302,013302012,SAN ANTONIO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013302,013302014,SAN BENITO NORTE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013302,013302015,SAN BENITO SUR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013302,013302016,SAN EUGENIO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013302,013302018,SAN JUAN EAST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013302,013302019,SAN JUAN WEST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013302,013302020,SAN SIMON EAST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013302,013302021,SAN SIMON WEST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013302,013302022,SANTA CECILIA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013302,013302023,SANTA LUCIA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013302,013302024,SANTA RITA EAST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013302,013302025,SANTA RITA WEST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013302,013302027,SANTO ROSARIO EAST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013302,013302028,SANTO ROSARIO WEST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303001,AGTIPAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303002,AROSIP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303003,BACQUI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303004,BACSIL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303005,BAGUTOT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303006,BALLOGO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303007,BARORO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303008,BITALAG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303009,BULALA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303010,BURAYOC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303011,BUSSAOIT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303012,CABAROAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303013,CABARSICAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303014,CABUGAO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303015,CALAUTIT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303016,CARCARMAY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303017,CASIAMAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303018,GALONGEN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303019,GUINABANG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303020,LEGLEG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303021,LISQUEB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303022,MABANENGBENG 1ST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303023,MABANENGBENG 2ND,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303024,MARAGAYAP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303025,NANGALISAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303026,NAGATIRAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303027,NAGSARABOAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303028,NAGSIMBAANAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303029,NARRA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303030,ORTEGA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303031,PAAGAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303032,PANDAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303033,PANG-PANG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303034,POBLACION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303035,QUIRINO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303036,RAOIS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303037,SALINCOB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303038,SAN MARTIN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303039,SANTA CRUZ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303040,SANTA RITA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303041,SAPILANG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303042,SAYOAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303043,SIPULO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303044,TAMMOCALAO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303045,UBBOG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303046,OYA-OY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013303,013303047,ZARAGOSA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013304,013304001,ALIBANGSAY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013304,013304002,BAAY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013304,013304003,CAMBALY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013304,013304004,CARDIZ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013304,013304005,DAGUP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013304,013304006,LIBBO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013304,013304007,SUYO (POB.),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013304,013304008,TAGUDTUD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013304,013304009,TIO-ANGAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013304,013304010,WALLAYAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013305,013305001,APATUT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013305,013305002,AR-ARAMPANG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013305,013305003,BARACBAC ESTE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013305,013305004,BARACBAC OESTE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013305,013305005,BET-ANG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013305,013305006,BULBULALA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013305,013305007,BUNGOL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013305,013305008,BUTUBUT ESTE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013305,013305009,BUTUBUT NORTE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013305,013305010,BUTUBUT OESTE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013305,013305011,BUTUBUT SUR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013305,013305012,CABUAAN OESTE (POB.),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013305,013305013,CALLIAT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013305,013305014,CALUNGBUYAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013305,013305015,CAMILING,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013305,013305016,GUINABURAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013305,013305017,MASUPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013305,013305018,NAGSABARAN NORTE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013305,013305019,NAGSABARAN SUR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013305,013305020,NALASIN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013305,013305021,NAPASET,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013305,013305022,PAGBENNECAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013305,013305023,PAGLEDDEGAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013305,013305024,PANTAR NORTE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013305,013305025,PANTAR SUR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013305,013305026,PA-O,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013305,013305028,ALMIEDA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013305,013305029,PARAOIR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013305,013305030,PATPATA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013305,013305031,DR. CAMILO OSIAS POB. (CABUAAN ESTE),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01,0133,013305,013305032,SABLUT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
